J2000_NAME,B1950_NAME,PC_J2000,PC_B1950,RA_J2000,DEC_J2000,POS_REF,ALT_NAME,BAND,A,B,C,D,FLUX_JY,UVMIN_kL,UVMAX_kL
0102+584,0059+581,A,A,01h02m45.762384s,"58d24'11.136620""",Aug01,None,0.7cm,Q,S,S,S,2.4,None,None
0103+154,0100+151,B,B,01h03m26.0022s,"15d26'24.675""",Nov01,JVAS,0.7cm,Q,W,W,W,0.10,None,None
0105+483,0102+480,A,A,01h05m49.928164s,"48d19'03.192580""",Aug01,None,20cm,L,S,X,X,0.70,60,None
0105+483,0102+480,A,A,01h05m49.928164s,"48d19'03.192580""",Aug01,None,6cm,C,P,P,P,0.95,None,None
0105+483,0102+480,A,A,01h05m49.928164s,"48d19'03.192580""",Aug01,None,3.7cm,X,P,P,P,0.80,None,None
0105+483,0102+480,A,A,01h05m49.928164s,"48d19'03.192580""",Aug01,None,2cm,U,S,S,S,0.60,None,None
0105+483,0102+480,A,A,01h05m49.928164s,"48d19'03.192580""",Aug01,None,0.7cm,Q,W,W,W,0.3,None,None
0106-405,0104-408,B,B,01h06m45.107966s,"-40d34'19.960360""",Aug01,None,20cm,L,S,X,X,0.75,60,None
0106-405,0104-408,B,B,01h06m45.107966s,"-40d34'19.960360""",Aug01,None,6cm,C,P,P,P,3.25,None,None
0106-405,0104-408,B,B,01h06m45.107966s,"-40d34'19.960360""",Aug01,None,3.7cm,X,P,P,P,3.05,None,None
0106-405,0104-408,B,B,01h06m45.107966s,"-40d34'19.960360""",Aug01,None,2cm,U,P,P,P,5.10,None,None
0106-405,0104-408,B,B,01h06m45.107966s,"-40d34'19.960360""",Aug01,None,0.7cm,Q,S,S,S,2.5,None,None
0107+132,0105+129,B,B,01h07m45.9616s,"13d12'05.194""",Nov01,JVAS,0.7cm,Q,W,W,W,0.11,None,None
0108+015,0106+013,B,B,01h08m38.771074s,"01d35'00.317140""",Aug01,None,20cm,L,X,X,S,3.30,9,None
0108+015,0106+013,B,B,01h08m38.771074s,"01d35'00.317140""",Aug01,None,6cm,C,S,S,S,1.9,None,None
0108+015,0106+013,B,B,01h08m38.771074s,"01d35'00.317140""",Aug01,None,3.7cm,X,S,S,S,2.05,300,None
0108+015,0106+013,B,B,01h08m38.771074s,"01d35'00.317140""",Aug01,None,2cm,U,S,S,S,4.50,None,None
0108+015,0106+013,B,B,01h08m38.771074s,"01d35'00.317140""",Aug01,None,0.7cm,Q,S,S,S,1.2,None,None
0109+615,0106+612,C,C,01h09m46.3390s,"61d33'30.450""",Oct01,VERA,3.7cm,X,?,?,S,0.44,None,None
0109+615,0106+612,C,C,01h09m46.3390s,"61d33'30.450""",Oct01,VERA,0.7cm,Q,W,W,W,0.40,None,None
0110+680,0106+678,B,B,01h10m12.873407s,"68d05'41.218500""",Aug01,None,2cm,U,W,W,W,0.4,20,None
0110+680,0106+678,B,B,01h10m12.873407s,"68d05'41.218500""",Aug01,None,0.7cm,Q,W,W,W,0.3,None,None
0110-076,0108-079,A,A,01h10m50.020945s,"-07d41'41.113690""",Aug01,None,20cm,L,S,S,S,0.90,6,None
0110-076,0108-079,A,A,01h10m50.020945s,"-07d41'41.113690""",Aug01,None,6cm,C,P,P,P,0.78,None,None
0110-076,0108-079,A,A,01h10m50.020945s,"-07d41'41.113690""",Aug01,None,3.7cm,X,P,P,P,0.73,None,None
0110-076,0108-079,A,A,01h10m50.020945s,"-07d41'41.113690""",Aug01,None,2cm,U,S,S,S,0.40,None,None
0110-076,0108-079,A,A,01h10m50.020945s,"-07d41'41.113690""",Aug01,None,0.7cm,Q,W,W,W,0.38,None,None
0110+565,0107+562,C,C,01h10m57.5610s,"56d32'16.932""",None,None,20cm,L,P,P,S,1.90,None,None
0110+565,0107+562,C,C,01h10m57.5610s,"56d32'16.932""",None,None,6cm,C,X,S,P,0.85,200,None
0110+565,0107+562,C,C,01h10m57.5610s,"56d32'16.932""",None,None,3.7cm,X,X,S,P,0.53,200,None
0110+565,0107+562,C,C,01h10m57.5610s,"56d32'16.932""",None,None,2cm,U,X,X,S,0.30,200,None
0110+565,0107+562,C,C,01h10m57.5610s,"56d32'16.932""",None,None,0.7cm,Q,W,W,W,0.11,None,None
0111+391,0108+388,A,A,01h11m37.316982s,"39d06'28.104300""",Aug01,None,20cm,L,S,S,X,0.46,10,None
0111+391,0108+388,A,A,01h11m37.316982s,"39d06'28.104300""",Aug01,None,6cm,C,P,P,P,1.25,None,None
0111+391,0108+388,A,A,01h11m37.316982s,"39d06'28.104300""",Aug01,None,3.7cm,X,P,P,P,0.88,None,None
0111+391,0108+388,A,A,01h11m37.316982s,"39d06'28.104300""",Aug01,None,2cm,U,S,S,S,0.51,None,None
0111+391,0108+388,A,A,01h11m37.316982s,"39d06'28.104300""",Aug01,None,0.7cm,Q,W,W,W,0.10,None,None
0112+227,0109+224,A,A,01h12m05.824718s,"22d44'38.786190""",Aug01,None,20cm,L,S,X,X,0.43,30,None
0112+227,0109+224,A,A,01h12m05.824718s,"22d44'38.786190""",Aug01,None,6cm,C,P,P,P,0.70,None,None
0112+227,0109+224,A,A,01h12m05.824718s,"22d44'38.786190""",Aug01,None,3.7cm,X,P,P,P,0.54,None,None
0112+227,0109+224,A,A,01h12m05.824718s,"22d44'38.786190""",Aug01,None,2cm,U,S,S,S,0.50,None,None
0112+227,0109+224,A,A,01h12m05.824718s,"22d44'38.786190""",Aug01,None,0.7cm,Q,W,W,W,0.6,None,None
0112+353,0109+351,A,A,01h12m12.944448s,"35d22'19.336650""",Aug01,CJ2,20cm,L,X,X,X,0.4,None,None
0112+353,0109+351,A,A,01h12m12.944448s,"35d22'19.336650""",Aug01,CJ2,6cm,C,S,X,X,0.35,100,None
0112+353,0109+351,A,A,01h12m12.944448s,"35d22'19.336650""",Aug01,CJ2,3.7cm,X,S,X,X,0.40,100,None
0112+353,0109+351,A,A,01h12m12.944448s,"35d22'19.336650""",Aug01,CJ2,0.7cm,Q,W,W,W,0.30,None,None
0112+321,0110+318,B,B,01h12m50.3276s,"32d08'17.548""",Dec01,JVAS,0.7cm,Q,W,W,W,0.51,None,None
0113+498,0110+495,A,A,01h13m27.006816s,"49d48'24.043410""",Aug01,CJ2,20cm,L,X,X,X,0.65,None,None
0113+498,0110+495,A,A,01h13m27.006816s,"49d48'24.043410""",Aug01,CJ2,6cm,C,S,X,X,0.74,100,None
0113+498,0110+495,A,A,01h13m27.006816s,"49d48'24.043410""",Aug01,CJ2,3.7cm,X,S,X,X,0.50,100,None
0113+498,0110+495,A,A,01h13m27.006816s,"49d48'24.043410""",Aug01,CJ2,2cm,U,?,S,S,0.73,None,None
0113+498,0110+495,A,A,01h13m27.006816s,"49d48'24.043410""",Aug01,CJ2,0.7cm,Q,S,S,S,0.8,None,None
0113+023,0111+021,A,A,01h13m43.144951s,"02d22'17.316310""",Aug01,None,20cm,L,X,X,X,0.5,None,None
0113+023,0111+021,A,A,01h13m43.144951s,"02d22'17.316310""",Aug01,None,6cm,C,S,S,S,0.56,None,None
0113+023,0111+021,A,A,01h13m43.144951s,"02d22'17.316310""",Aug01,None,3.7cm,X,P,S,S,0.54,None,None
0113+023,0111+021,A,A,01h13m43.144951s,"02d22'17.316310""",Aug01,None,2cm,U,S,S,S,0.60,None,None
0113+023,0111+021,A,A,01h13m43.144951s,"02d22'17.316310""",Aug01,None,0.7cm,Q,W,W,W,0.49,None,None
0113+134,0111+131,B,B,01h13m54.5102s,"13d24'52.478""",Nov01,JVAS,0.7cm,Q,W,W,W,0.10,None,None
0114+483,0111+481,T,T,01h14m23.5092s,"48d23'53.056""",None,None,90cm,P,S,S,S,6,1,None
0114+483,0111+481,T,T,01h14m23.5092s,"48d23'53.056""",None,None,20cm,L,X,S,S,1.55,50,None
0114+483,0111+481,T,T,01h14m23.5092s,"48d23'53.056""",None,None,6cm,C,X,S,S,0.7,50,None
0114+483,0111+481,T,T,01h14m23.5092s,"48d23'53.056""",None,None,3.7cm,X,X,X,S,0.28,50,None
0115-014,0112-017,A,A,01h15m17.099972s,"-01d27'04.577370""",Aug01,None,20cm,L,X,X,X,0.68,3,None
0115-014,0112-017,A,A,01h15m17.099972s,"-01d27'04.577370""",Aug01,None,6cm,C,P,P,X,1.16,75,None
0115-014,0112-017,A,A,01h15m17.099972s,"-01d27'04.577370""",Aug01,None,3.7cm,X,P,P,P,2.00,None,None
0115-014,0112-017,A,A,01h15m17.099972s,"-01d27'04.577370""",Aug01,None,2cm,U,P,P,P,1.70,None,None
0115-014,0112-017,A,A,01h15m17.099972s,"-01d27'04.577370""",Aug01,None,0.7cm,Q,S,S,S,1.1,None,None
0116-116,0113-118,A,A,01h16m12.521963s,"-11d36'15.434050""",Aug01,None,20cm,L,X,X,X,1.6,2,None
0116-116,0113-118,A,A,01h16m12.521963s,"-11d36'15.434050""",Aug01,None,6cm,C,P,S,X,1.40,75,None
0116-116,0113-118,A,A,01h16m12.521963s,"-11d36'15.434050""",Aug01,None,3.7cm,X,P,P,P,1.58,None,None
0116-116,0113-118,A,A,01h16m12.521963s,"-11d36'15.434050""",Aug01,None,2cm,U,P,P,P,1.10,None,None
0116-116,0113-118,A,A,01h16m12.521963s,"-11d36'15.434050""",Aug01,None,0.7cm,Q,S,S,S,0.87,None,None
0116-208,0114-211,C,C,01h16m51.4043s,"-20d52'06.813""",None,None,90cm,P,S,S,S,13,None,None
0116-208,0114-211,C,C,01h16m51.4043s,"-20d52'06.813""",None,None,20cm,L,X,S,P,3.60,40,None
0116-208,0114-211,C,C,01h16m51.4043s,"-20d52'06.813""",None,None,6cm,C,X,X,S,1.25,40,None
0116-208,0114-211,C,C,01h16m51.4043s,"-20d52'06.813""",None,None,3.7cm,X,X,X,X,0.8,40,None
0116-208,0114-211,C,C,01h16m51.4043s,"-20d52'06.813""",None,None,0.7cm,Q,X,X,X,0.0,None,None
0117+143,0114+140,B,B,01h17m25.2035s,"14d18'12.434""",Nov01,JVAS,0.7cm,Q,W,W,W,0.36,None,None
0118-216,0116-219,A,A,01h18m57.262140s,"-21d41'30.139550""",Aug01,None,20cm,L,S,X,X,0.52,50,None
0118-216,0116-219,A,A,01h18m57.262140s,"-21d41'30.139550""",Aug01,None,6cm,C,S,S,S,0.52,25,None
0118-216,0116-219,A,A,01h18m57.262140s,"-21d41'30.139550""",Aug01,None,3.7cm,X,P,P,P,0.54,None,None
0118-216,0116-219,A,A,01h18m57.262140s,"-21d41'30.139550""",Aug01,None,0.7cm,Q,W,W,W,0.39,None,None
0119+084,0116+082,B,B,01h19m01.2740s,"08d29'54.680""",Feb01,None,20cm,L,X,S,S,2.1,40,None
0119+084,0116+082,B,B,01h19m01.2740s,"08d29'54.680""",Feb01,None,3.7cm,X,X,X,?,0.8,40,None
0119+084,0116+082,B,B,01h19m01.2740s,"08d29'54.680""",Feb01,None,0.7cm,Q,X,X,S,0.31,None,None
0119+321,0116+319,C,C,01h19m35.000447s,"32d10'50.054290""",Aug01,None,20cm,L,P,P,S,2.60,2,None
0119+321,0116+319,C,C,01h19m35.000447s,"32d10'50.054290""",Aug01,None,6cm,C,S,S,P,1.48,200,None
0119+321,0116+319,C,C,01h19m35.000447s,"32d10'50.054290""",Aug01,None,3.7cm,X,X,S,P,1.08,200,None
0119+321,0116+319,C,C,01h19m35.000447s,"32d10'50.054290""",Aug01,None,2cm,U,X,X,S,0.70,200,None
0119+321,0116+319,C,C,01h19m35.000447s,"32d10'50.054290""",Aug01,None,0.7cm,Q,W,W,W,0.34,None,None
0120-153,0117-155,T,T,01h20m27.1972s,"-15d20'16.631""",None,3C38,90cm,P,X,X,S,15,3,None
0120-153,0117-155,T,T,01h20m27.1972s,"-15d20'16.631""",None,3C38,20cm,L,X,X,X,4.80,3,None
0120-270,0118-272,A,A,01h20m31.663334s,"-27d01'24.652570""",Aug01,None,20cm,L,X,X,X,1.0,None,None
0120-270,0118-272,A,A,01h20m31.663334s,"-27d01'24.652570""",Aug01,None,6cm,C,S,X,X,0.80,200,None
0120-270,0118-272,A,A,01h20m31.663334s,"-27d01'24.652570""",Aug01,None,3.7cm,X,S,S,X,0.84,200,None
0120-270,0118-272,A,A,01h20m31.663334s,"-27d01'24.652570""",Aug01,None,2cm,U,S,S,S,0.70,None,None
0120-270,0118-272,A,A,01h20m31.663334s,"-27d01'24.652570""",Aug01,None,0.7cm,Q,W,W,W,0.52,None,None
0121+118,0119+115,A,A,01h21m41.595043s,"11d49'50.413130""",Aug01,None,20cm,L,X,S,X,0.76,15,50
0121+118,0119+115,A,A,01h21m41.595043s,"11d49'50.413130""",Aug01,None,6cm,C,S,S,S,0.79,25,None
0121+118,0119+115,A,A,01h21m41.595043s,"11d49'50.413130""",Aug01,None,3.7cm,X,S,S,S,1.10,None,None
0121+118,0119+115,A,A,01h21m41.595043s,"11d49'50.413130""",Aug01,None,2cm,U,S,S,S,1.06,None,None
0121+118,0119+115,A,A,01h21m41.595043s,"11d49'50.413130""",Aug01,None,0.7cm,Q,S,S,S,1.1,None,None
0121+043,0119+041,A,A,01h21m56.861699s,"04d22'24.734360""",Aug01,None,20cm,L,P,S,X,0.87,25,None
0121+043,0119+041,A,A,01h21m56.861699s,"04d22'24.734360""",Aug01,None,6cm,C,S,S,S,0.85,25,None
0121+043,0119+041,A,A,01h21m56.861699s,"04d22'24.734360""",Aug01,None,3.7cm,X,P,P,P,1.63,None,None
0121+043,0119+041,A,A,01h21m56.861699s,"04d22'24.734360""",Aug01,None,2cm,U,P,P,P,1.20,None,None
0121+043,0119+041,A,A,01h21m56.861699s,"04d22'24.734360""",Aug01,None,0.7cm,Q,W,W,W,0.55,None,None
0122+250,0119+247,A,A,01h22m38.815999s,"25d02'31.793180""",Aug01,None,20cm,L,S,S,S,0.60,None,None
0122+250,0119+247,A,A,01h22m38.815999s,"25d02'31.793180""",Aug01,None,6cm,C,S,S,S,0.53,None,None
0122+250,0119+247,A,A,01h22m38.815999s,"25d02'31.793180""",Aug01,None,3.7cm,X,P,P,P,0.73,None,None
0122+250,0119+247,A,A,01h22m38.815999s,"25d02'31.793180""",Aug01,None,2cm,U,S,S,S,0.89,None,None
0122+250,0119+247,A,A,01h22m38.815999s,"25d02'31.793180""",Aug01,None,0.7cm,Q,W,W,W,0.48,None,None
0122+299,0119+296,B,B,01h22m45.4279s,"29d54'12.604""",Dec01,JVAS,0.7cm,Q,W,W,W,0.17,None,None
0123+262,0120+259,B,B,01h23m43.0432s,"26d15'22.414""",Nov01,JVAS,0.7cm,Q,W,W,W,0.12,None,None
0124+280,0122+278,B,B,01h24m55.8766s,"28d05'11.355""",Nov01,JVAS,0.7cm,Q,W,W,W,0.11,None,None
0125+473,0122+470,B,B,01h25m07.7070s,"47d18'03.089""",Jun02,JVAS,0.7cm,Q,W,W,W,0.18,None,None
0125-000,0122-003,A,A,01h25m28.843788s,"-00d05'55.931800""",Aug01,None,20cm,L,S,X,X,1.00,45,None
0125-000,0122-003,A,A,01h25m28.843788s,"-00d05'55.931800""",Aug01,None,6cm,C,P,P,S,1.30,None,None
0125-000,0122-003,A,A,01h25m28.843788s,"-00d05'55.931800""",Aug01,None,3.7cm,X,P,P,P,1.36,None,None
0125-000,0122-003,A,A,01h25m28.843788s,"-00d05'55.931800""",Aug01,None,2cm,U,P,P,P,1.5,None,None
0125-000,0122-003,A,A,01h25m28.843788s,"-00d05'55.931800""",Aug01,None,0.7cm,Q,S,S,S,1.4,None,None
0126+259,0123+257,A,A,01h26m42.792631s,"25d59'01.300790""",Aug01,None,20cm,L,S,S,X,0.93,20,None
0126+259,0123+257,A,A,01h26m42.792631s,"25d59'01.300790""",Aug01,None,6cm,C,S,S,S,0.8,15,None
0126+259,0123+257,A,A,01h26m42.792631s,"25d59'01.300790""",Aug01,None,3.7cm,X,S,S,S,0.73,15,None
0126+259,0123+257,A,A,01h26m42.792631s,"25d59'01.300790""",Aug01,None,0.7cm,Q,W,W,W,0.38,None,None
0126+707,0122+705,B,B,01h26m07.8455s,"70d46'52.380""",Nov02,JVAS,0.7cm,Q,W,W,W,0.13,None,None
0129+236,0127+233,T,T,01h29m59.8013s,"23d38'20.728""",None,3C43,90cm,P,S,S,S,9,1.5,12
0129+236,0127+233,T,T,01h29m59.8013s,"23d38'20.728""",None,3C43,20cm,L,X,X,S,2.95,1,12
0129+236,0127+233,T,T,01h29m59.8013s,"23d38'20.728""",None,3C43,6cm,C,X,X,X,1,12,None
0129+236,0127+233,T,T,01h29m59.8013s,"23d38'20.728""",None,3C43,0.7cm,Q,W,W,W,0.20,None,None
0130+087,0127+084,B,B,01h30m27.6358s,"08d42'46.197""",Nov01,JVAS,0.7cm,Q,W,W,W,0.19,None,None
0132-169,0130-171,A,A,01h32m43.487454s,"-16d54'48.521370""",Aug01,None,20cm,L,S,S,X,0.75,15,None
0132-169,0130-171,A,A,01h32m43.487454s,"-16d54'48.521370""",Aug01,None,6cm,C,P,P,P,0.65,None,None
0132-169,0130-171,A,A,01h32m43.487454s,"-16d54'48.521370""",Aug01,None,3.7cm,X,P,P,P,0.68,None,None
0132-169,0130-171,A,A,01h32m43.487454s,"-16d54'48.521370""",Aug01,None,2cm,U,S,S,S,0.60,None,None
0132-169,0130-171,A,A,01h32m43.487454s,"-16d54'48.521370""",Aug01,None,0.7cm,Q,S,S,S,1.5,None,None
0132+434,0129+431,A,A,01h32m44.126857s,"43d25'32.660970""",Aug01,CJ2,20cm,L,W,W,X,0.17,10,None
0132+434,0129+431,A,A,01h32m44.126857s,"43d25'32.660970""",Aug01,CJ2,6cm,C,S,S,S,0.28,None,None
0132+434,0129+431,A,A,01h32m44.126857s,"43d25'32.660970""",Aug01,CJ2,3.7cm,X,S,S,S,0.24,None,None
0132+434,0129+431,A,A,01h32m44.126857s,"43d25'32.660970""",Aug01,CJ2,0.7cm,Q,W,W,W,0.4,None,None
0134-387,0132-389,C,C,01h34m32.0382s,"-38d43'33.514""",Jan00,None,3.7cm,X,S,S,S,0.55,None,None
0134-387,0132-389,C,C,01h34m32.0382s,"-38d43'33.514""",Jan00,None,1.3cm,K,S,S,S,0.4,None,None
0134-095,0132-097,C,C,01h34m35.6676s,"-09d31'03.072""",None,None,20cm,L,X,S,S,0.97,30,None
0134-095,0132-097,C,C,01h34m35.6676s,"-09d31'03.072""",None,None,6cm,C,X,X,S,0.65,30,None
0134-095,0132-097,C,C,01h34m35.6676s,"-09d31'03.072""",None,None,3.7cm,X,X,X,X,.4,30,None
0134+694,0130+691,B,B,01h34m40.7618s,"69d25'10.896""",Nov02,JVAS,0.7cm,Q,W,W,W,0.26,None,None
0135+081,0132+079,T,T,01h35m14.9994s,"08d11'07.106""",None,3C46,90cm,P,X,S,S,7,1,4
0135+081,0132+079,T,T,01h35m14.9994s,"08d11'07.106""",None,3C46,20cm,L,X,X,X,2.1,4,None
0135-201,0133-203,A,A,01h35m37.509375s,"-20d08'45.861680""",Aug01,None,20cm,L,S,S,X,0.62,10,None
0135-201,0133-203,A,A,01h35m37.509375s,"-20d08'45.861680""",Aug01,None,6cm,C,S,S,S,0.38,None,None
0135-201,0133-203,A,A,01h35m37.509375s,"-20d08'45.861680""",Aug01,None,3.7cm,X,P,P,P,0.68,None,None
0135-201,0133-203,A,A,01h35m37.509375s,"-20d08'45.861680""",Aug01,None,2cm,U,S,S,S,0.46,None,None
0135-201,0133-203,A,A,01h35m37.509375s,"-20d08'45.861680""",Aug01,None,0.7cm,Q,W,W,W,0.26,None,None
0136+478,0133+476,A,A,01h36m58.594810s,"47d51'29.100060""",Aug01,None,20cm,L,P,P,S,1.62,None,None
0136+478,0133+476,A,A,01h36m58.594810s,"47d51'29.100060""",Aug01,None,6cm,C,P,P,P,1.88,None,None
0136+478,0133+476,A,A,01h36m58.594810s,"47d51'29.100060""",Aug01,None,3.7cm,X,P,P,P,1.80,None,None
0136+478,0133+476,A,A,01h36m58.594810s,"47d51'29.100060""",Aug01,None,2cm,U,P,P,P,1.60,None,None
0136+478,0133+476,A,A,01h36m58.594810s,"47d51'29.100060""",Aug01,None,0.7cm,Q,S,S,S,1.6,None,None
0137+313,0134+311,B,B,01h37m08.7327s,"31d22'35.789""",Dec01,JVAS,0.7cm,Q,W,W,W,0.10,None,None
0137-245,0135-247,A,A,01h37m38.346378s,"-24d30'53.885260""",Aug01,None,20cm,L,X,X,X,0.00,None,None
0137-245,0135-247,A,A,01h37m38.346378s,"-24d30'53.885260""",Aug01,None,6cm,C,S,X,X,0.87,100,None
0137-245,0135-247,A,A,01h37m38.346378s,"-24d30'53.885260""",Aug01,None,3.7cm,X,S,S,X,0.84,100,400
0137-245,0135-247,A,A,01h37m38.346378s,"-24d30'53.885260""",Aug01,None,2cm,U,S,S,S,0.90,None,None
0137-245,0135-247,A,A,01h37m38.346378s,"-24d30'53.885260""",Aug01,None,0.7cm,Q,S,S,S,0.85,None,None
0137+331,0134+329,B,B,01h37m41.299431s,"33d09'35.132990""",Aug01,3C48,90cm,P,S,S,S,42.0,None,None
0137+331,0134+329,B,B,01h37m41.299431s,"33d09'35.132990""",Aug01,3C48,20cm,L,X,P,P,16.5,40,None
0137+331,0134+329,B,B,01h37m41.299431s,"33d09'35.132990""",Aug01,3C48,6cm,C,X,S,P,5.48,40,None
0137+331,0134+329,B,B,01h37m41.299431s,"33d09'35.132990""",Aug01,3C48,3.7cm,X,X,X,S,3.25,40,None
0137+331,0134+329,B,B,01h37m41.299431s,"33d09'35.132990""",Aug01,3C48,2cm,U,X,X,S,1.78,40,None
0137+331,0134+329,B,B,01h37m41.299431s,"33d09'35.132990""",Aug01,3C48,1.3cm,K,X,X,X,1.13,100,None
0137+331,0134+329,B,B,01h37m41.299431s,"33d09'35.132990""",Aug01,3C48,0.7cm,Q,X,X,X,0.64,100,None
0139+178,0136+176,B,B,01h39m41.9795s,"17d53'07.539""",Nov01,JVAS,0.7cm,Q,W,W,W,0.16,None,None
0140+637,0137+635,C,C,01h40m43.0481s,"63d46'07.000""",Oct01,VERA,3.7cm,X,?,?,S,0.42,None,None
0140+637,0137+635,C,C,01h40m43.0481s,"63d46'07.000""",Oct01,VERA,0.7cm,Q,W,W,W,0.20,None,None
0141+138,0138+136,T,T,01h41m09.1545s,"13d53'28.033""",None,3C49,90cm,P,X,S,S,8,1,15
0141+138,0138+136,T,T,01h41m09.1545s,"13d53'28.033""",None,3C49,20cm,L,X,X,S,2.70,15,None
0141-094,0138-097,A,A,01h41m25.832025s,"-09d28'43.673810""",Aug01,None,20cm,L,S,X,X,0.60,45,None
0141-094,0138-097,A,A,01h41m25.832025s,"-09d28'43.673810""",Aug01,None,6cm,C,P,P,X,1.35,50,None
0141-094,0138-097,A,A,01h41m25.832025s,"-09d28'43.673810""",Aug01,None,3.7cm,X,P,P,P,0.85,None,None
0141-094,0138-097,A,A,01h41m25.832025s,"-09d28'43.673810""",Aug01,None,2cm,U,P,P,P,1.60,None,None
0141-094,0138-097,A,A,01h41m25.832025s,"-09d28'43.673810""",Aug01,None,0.7cm,Q,W,W,W,0.6,None,None
0141-271,0139-273,T,T,01h41m27.1913s,"-27d06'07.125""",None,None,90cm,P,X,S,S,6,1,4
0141-271,0139-273,T,T,01h41m27.1913s,"-27d06'07.125""",None,None,20cm,L,X,X,X,1.4,3,None
0143+414,0140+412,B,B,01h43m03.1836s,"41d29'20.437""",Mar02,JVAS,0.7cm,Q,W,W,W,0.11,None,None
0145-275,0142-278,A,A,01h45m03.394589s,"-27d33'34.328870""",Aug01,None,20cm,L,P,P,S,1.15,6,None
0145-275,0142-278,A,A,01h45m03.394589s,"-27d33'34.328870""",Aug01,None,6cm,C,P,P,P,0.88,None,None
0145-275,0142-278,A,A,01h45m03.394589s,"-27d33'34.328870""",Aug01,None,3.7cm,X,S,S,S,0.61,None,None
0145-275,0142-278,A,A,01h45m03.394589s,"-27d33'34.328870""",Aug01,None,2cm,U,S,S,S,0.50,None,None
0145-275,0142-278,A,A,01h45m03.394589s,"-27d33'34.328870""",Aug01,None,0.7cm,Q,W,W,W,0.31,None,None
0147+489,0144+487,B,B,01h47m37.7759s,"48d59'37.505""",Nov02,JVAS,0.7cm,Q,W,W,W,0.11,None,None
0148+389,0145+386,A,A,01h48m24.377637s,"38d54'05.219770""",Aug01,CJ2,20cm,L,S,S,X,0.34,6,None
0148+389,0145+386,A,A,01h48m24.377637s,"38d54'05.219770""",Aug01,CJ2,6cm,C,S,S,S,0.41,None,None
0148+389,0145+386,A,A,01h48m24.377637s,"38d54'05.219770""",Aug01,CJ2,3.7cm,X,S,S,S,0.34,None,None
0148+389,0145+386,A,A,01h48m24.377637s,"38d54'05.219770""",Aug01,CJ2,0.7cm,Q,W,W,W,0.19,None,None
0149+059,0146+056,A,A,01h49m22.370886s,"05d55'53.568660""",Aug01,None,20cm,L,S,S,S,0.60,None,None
0149+059,0146+056,A,A,01h49m22.370886s,"05d55'53.568660""",Aug01,None,6cm,C,P,P,P,0.89,None,None
0149+059,0146+056,A,A,01h49m22.370886s,"05d55'53.568660""",Aug01,None,3.7cm,X,P,P,P,1.16,None,None
0149+059,0146+056,A,A,01h49m22.370886s,"05d55'53.568660""",Aug01,None,2cm,U,S,S,S,0.75,None,None
0149+059,0146+056,A,A,01h49m22.370886s,"05d55'53.568660""",Aug01,None,0.7cm,Q,W,W,W,0.6,None,None
0149+189,0147+187,A,A,01h49m49.718946s,"18d57'20.610890""",Aug01,None,20cm,L,S,X,X,0.38,60,None
0149+189,0147+187,A,A,01h49m49.718946s,"18d57'20.610890""",Aug01,None,6cm,C,S,S,S,0.47,None,None
0149+189,0147+187,A,A,01h49m49.718946s,"18d57'20.610890""",Aug01,None,3.7cm,X,S,S,S,0.44,None,None
0149+189,0147+187,A,A,01h49m49.718946s,"18d57'20.610890""",Aug01,None,2cm,U,S,S,S,0.50,None,None
0149+189,0147+187,A,A,01h49m49.718946s,"18d57'20.610890""",Aug01,None,0.7cm,Q,W,W,W,0.2,None,None
0150-074,0147-076,B,B,01h50m02.697304s,"-07d25'48.488550""",Aug01,None,20cm,L,X,X,X,0.33,None,None
0150-074,0147-076,B,B,01h50m02.697304s,"-07d25'48.488550""",Aug01,None,3.7cm,X,W,W,W,0.13,None,None
0151+252,0148+250,B,B,01h51m06.2340s,"25d17'28.643""",Nov01,JVAS,0.7cm,Q,W,W,W,0.12,None,None
0151+277,0148+274,A,A,01h51m27.146149s,"27d44'41.793650""",Aug01,None,20cm,L,S,S,X,0.91,15,None
0151+277,0148+274,A,A,01h51m27.146149s,"27d44'41.793650""",Aug01,None,6cm,C,S,S,S,0.8,None,None
0151+277,0148+274,A,A,01h51m27.146149s,"27d44'41.793650""",Aug01,None,3.7cm,X,P,P,P,0.68,None,None
0151+277,0148+274,A,A,01h51m27.146149s,"27d44'41.793650""",Aug01,None,2cm,U,S,S,S,0.6,None,None
0151+277,0148+274,A,A,01h51m27.146149s,"27d44'41.793650""",Aug01,None,0.7cm,Q,W,W,W,0.3,None,None
0152+372,0149+370,B,B,01h52m12.2211s,"37d16'05.676""",Mar02,JVAS,0.7cm,Q,W,W,W,0.17,None,None
0152+221,0149+218,A,A,01h52m18.059047s,"22d07'07.700040""",Aug01,None,20cm,L,S,X,X,1.07,45,None
0152+221,0149+218,A,A,01h52m18.059047s,"22d07'07.700040""",Aug01,None,6cm,C,P,P,P,1.43,None,None
0152+221,0149+218,A,A,01h52m18.059047s,"22d07'07.700040""",Aug01,None,3.7cm,X,S,P,P,1.08,400,None
0152+221,0149+218,A,A,01h52m18.059047s,"22d07'07.700040""",Aug01,None,2cm,U,S,S,S,1.30,None,None
0152+221,0149+218,A,A,01h52m18.059047s,"22d07'07.700040""",Aug01,None,0.7cm,Q,S,S,S,1.0,None,None
